,Complaints,Emotion
19522,the disputed account and inquiry doe not belong to me those account were inaccurately placed on my report without my knowledge please reinvestigate your credit reporting and have those account removed,Fear
14629,according fair credit reporting act section a required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account i demand see verifiable proof original onsumer contract signature file account listed your failure positively verify account hurt ability obtain credit under fcra unverified account must removed unable provide copy verifiable proof must remove account listed  original creditor        original creditor        original creditor        original creditor       original creditor    ,Fear
8355,hello i received letter mccarthy burgess wolff dated stating would settle past due debt full balance well letter went mail day  people vacation town i arrived back home expiration date passed day i called tell said tough despite making offer one time year people least likely home especially someone age then one month later i received another letter debt collector debt risen how even possible one month they call time i honestly scared answer using little money i make settle debt trying keep life together this debt also school   shut federal government lost funding credit  student loan whole thing also investigation it seems crazy i forced pay outrageous money attorney office school even exist anymore,Fear
17561,the car repossessed  i paid amount asked get possession car i involved accident i hydroplaned night way work extreme rain storm the car wrecked computer damaged due high level water ditch i spoke consumer portfolio  incident stated would come pick vehicle outside home sell auction i would owe difference we agreed  car still outside home refusing agreement recorded phone company they said  i speak repose vehicle problem nothing full amount loan paid it  car still possession i anything since company still hold title vehicle the car received ticket moved i sell vehicle anything i would like honor original agreement made phone  come get car sell auction i responsible remainder loan auction amount credited loan amount a well removing insanely amount late payment charge applied loan amount since  case manager told company purpose malice intention charging insanely high amount late charge plus monthly payment i looked company website found many story like mine company unjustly charging customer also refusing pick surrendered vehicle,Fear
13257,hello i called my bank pentagon federal credit union end  asking i wanted pay cash advance balance transfer i i the member service rep told stop making purchase card so i cut card any additional money paid credit card would get applied first cash advance purchase agent mentioned i transfer cash advance balance interest card get paid i said great i ended opening another card another company transfer balance cash advance the company i opened transfer sent pentago federal check i looked statement today noticed i still showing purchase i still showing cash advance both interest rate i told got rid cash advance purchase purchase cash advance they specified per government regulation way so i would like know indeed accurate could applied cash advancement remaining purchase here response i satisfied since i rep told try clean upon speaking directly credit card department stated following when payment made minimum remainder applied balance highest interest baring balance if balance apr split payment there numerous outstanding purchase card purchase cash advance expired balance transfer rate therefore system split payment unfortunately member service representative spoke may misunderstood situation provided incorrect information please let know,Fear
9411,i able send back car way back yet still reporting date i thought common ground removed already please consider helping,Surprise
12555,called transunion let know reporting account credit report wasnt mine,Fear
18780,closed account  apx well fargo promised closing statment thirty day never got today called cust service could remember username online account refused help gave ssn everything else  name tel      put refund card ending  told   anyway told account closed said would kick back time could give refund well never kicked back well fargo transcation amt  filing compliant     ,Fear
1109,the government garnishing check twice make difficult pay bill working non profit company year,Fear
3322,i called transunion due inquiry applied account when transunion went glitch bunch inquiry added account never authorized when speaking account representative stating i proof document i apart glitch paid attention i listed inquiry need removed i go legal aware right transunion failed legal right speak people glitch action taking place if look see inquires even done place month this       ,Fear
15384,equifax  disrespecting  consumer several year   tactic implored  personnel within equifax effort suppress sabotage  buying power on i sold closed      i equity loan     theyve got  penny money i found   theyve     reported equifax ive  little  equity loan    equifax refused update   lol equifax credit report im contacting cfpb  link i take   federal court ive got financial resource legally fight back expose   consumer i walked away there  consumer attorney  ready dance music  dollar wow nobody stopping im charge now,Fear
4661,paid assistance explained soft chapter  by open sky long story short sorry get approved help,Fear
9361,on i sent specific payment instruction nelnet i writing provide instruction apply payment i send amount greater minimum amount due please apply payment follows after applying minimum amount due loan additional amount applied loan accruing highest interest rate if multiple loan interest rate please apply additional amount loan lowest outstanding principal balance if additional amount minimum amount due end paying individual loan please apply remaining part payment loan next highest interest rate it possible i may find option refinance loan lower rate another lender if lender third party make payment account behalf use instruction outlined retain instruction please apply instruction future overpayment please confirm payment processed specified please provide explanation unable follow instruction thank cooperation on checking account i noticed loan group f accrued larger normal amount interest even though i making monthly minimum payment occasionally making extra payment toward group after making extra payment due date advanced it criminal infuriating i accrued extra interest nelnet process payment instruction my goal pay loan early avoid gaining extra interest my instruction sent serve purpose nelnet follow instruction i owe interest spite making early payment order pay account early nelnet held liable reducing owed interest amount error,Fear
6845,the credit bureau reporting personal information,Fear
2352,hello we reached servicer mortgage escrow shortage we called company beginning month get straightened we told email copy homeowner declaration page account reanalyzed we sent correspondence     we help one phone assist the mortgage company estimated escrow analysis while i know still shortage like correct escrow analysis completed thank,Fear
12863,i account i never signed somehow showing collection            ,Fear
6617,i paid monthly credit card bill the bank copy check received company now saying didnt pay adding additional fee interest what we called looking result,Surprise
19518,the credit bureau reporting personal information,Fear
8839,problem i changed phone number i factor authentication binance account i trying contact binance technical support get back access account ever since i anything else money since started estimated virtual currency amount btc  bnb    xrp  i would post u dollar estimate amount could change dramatically time read i changed phone number i sent email way contact binance asking reset get access account i get email saying ticket merged i get email saying ticket merged i get email saying request received i get email asking i still need help i respond i i send email saying i submit complaint federal government resolve issue everything i seen online say binance bad responding issue if persists i may look starting lawsuit,Fear
20011,the following student loan reported credit based research government funded loan allowed reported clear violation disputed account experian several attempt give evidence verification remove account the error affected credit score tremendously cfpb please step fix asap please im looking purchase home       ,Fear
19756,we alarm service home  paid via automatic bank withdrawal when sold home  notified  company several time terminate service the automatic withdrawal continued finally directed bank stop then  company started sending monthly bill new residence  each time i would politely remind i terminated service many month ago now turned u collection agency the alarm system wasnt even working house broken robbed closing without alarm raised,Fear
10536,i started hardship application cooper since unnecessarily delayed matter kept dragging they also asked hoa fee i hoa fee i mentioned application i know illiterate people appointed common sense they also asked profit loss statement i already submitted submission paused application i asked said date signature how much insensible get this height insanity reason delay application,Fear
7374,equifax breach caused violation please correct account,Sad
20065,on looking credit report using    i noticed charge lj ross associate amount this opened fraudulently placed credit on sent letter lj ross indicating never open account company name  i also spoke representative lj ross regarding matter,Fear
19607,i opened pnc bank checking account virtual wallet performance select using online offer pnc bank website account opening bonus the term offer establish direct deposit new account make least debit card purchase i completed term offer early  assured pnc bank customer service representative multiple occasion i met offer requirement would receiving account opening bonus within day on i called pnc bank i still received bonus the agent assured i met requirement going escalate matter bank could manually deposit bonus a pnc bank representative escalation department called say i qualify bonus even though i fulfilled requirement include direct depositing account several occasion i deeply concerned false marketing offer enticed customer like open pnc bank checking account bonus bank intend pay these type practice fraudulent need stopped ultimately harm consumer,Fear
21556,i parent borrower daughter student i borrowed total paid left unpaid i willing pay base income i tried apply lower monthly payment    they told consolidate loan order i able lower payment i thought i seeking i applied option then received email     consolidation i replied back right regarding withdrawing application due missunstood principal balance go higher i know the  rejected request withdraw application i think right borrower right cancel application i keep paying i owe  much i i never agree term loan i addressed  ignore i seeking help solve issue i hope cfpb may help thank help advance   last s  resident     ma  email  ,Fear
9872,letter sent huntington bank branch referenced     pa           pa   huntington bank attn complaint department     oh  re consumer complaint earlier month  i initiated disputed charge purchase made debit mastercard attached huntington checking account ending  this purchase vacation set  year after covid caused date suspended indefinitely i requested merchant refund purchase ive supplied huntington documentation effect on monday i received letter stating dispute closed due lack supporting documentation prior conversation i never asked document not person initiated claim not email not secure messaging account and mail the rep i spoke located letter asking document emailed they stated mailed address listed letter never came home i immediately sent document requested i told i concerned letter stated going reverse worth provision credit i much account pending ach transaction would bounce credit reversed they told would request dispute team extend provisional credit could i called following day they told supporting document could guarantee provisional credit would extended i told pending ach charge the representative suggested i pull account  wednesday i check balance account account overdrawn pending ach payment i could deposit sufficient fund bring account  due huntington nsf forgiveness policy i could avoid nsf returned item fee i went branch spoke customer relationship manager   asked i didnt come branch first would able resolve issue i told previous conversation agreed strategy putting enough following day cover ach transaction provisional credit reversal i took balance  instructed the teller liquidated account without asking id debit card pin information might identify beyond signature card when i woke account overdrawn per agent instruction i deposited i would  balance all day balance today i woke find account overdrawn huntington retroactively posted provisional credit reversal transaction they refused two ach transaction i spoke customer service branch rather using i deposited day prior honor two ach transaction assessed two nsf fee held money deposited provisional credit reversal i called customer service lodge complaint refused i went branch they refused anything i notified problem three day prior sufficient time work solution flat failed at point i told i would leave plan action fix issue they told wait second hid office called police i never asked leave i make scene i yell i use foul language i interfere customer branch i simply told nothing acceptable solution on way door way police escort relationship manager  day prior standing door grinning proud accomplished the  lectured coming branch sooner a customer come legitimate problem rather anything fix problem enjoying someone branch called police please review security footage within branch call i customer service based experience i branch i certain would lie material validate recounting i writing determine corporate office support action the correct thing would extend provisional credit allow documentation i provided reviewed honor ach charge i sufficient fund cover waive nsf fee i incurred i nsf fee huntington i deposited cover achs refused i still need pay merchant each merchant say run charge two time thats another additionally merchant accessing late fee returned item fee totaling i materially harmed tune huntington negligence ive employee celebrate removal police force simply trying get fixed what make right    ,Fear
14564,i collection account reported    year old i two issue first insurance paid debt second debt three year old putting outside kansa statute limitation mean    attempting force pay disputed debt wrongfully reporting item credit bureau mean extorting this account disputed owed    know yet followed requirement show disputed required fair credit reporting act    must immediately remove account credit bureau i intend filing suit per attorney advice i right fair credit reporting act,Fear
16215,on saturday   i noticed unusual unauthorized deduction    checking account made venmo immediately finding unauthorized transaction i logged venmo account saw total two transaction i never made authorized one amounting clothes another drywall made person user name   i never spoken contacted made transaction communicated person way never authorized either transaction i also receive notification venmo activity happening account any time i use venmo i receive email state activity detail within minute processing i receive incident in fear linked    checking account linked card compromised i immediately deleted linked account venmo account i tried call venmo report fraud unauthorized payment saturday support line closed i called    spoke one representative unfortunately also unable assist fraud incidence since normal business hour i finally spoke bank first thing monday morning   they unable stop first payment already posted checking account able stop payment second unauthorized payment since unable stop already posted payment opened claim investigation payment on   i received email venmo stating bank stopped payment addition email stated do worry covered   fund however owe venmo i immediately called venmo customer service line report i actually reason bank stopped payment account venmo compromised they put freeze account told would conduct investigation on    et   venmo sent email following letting know received claim two transaction begin investigating i provide additional information they asked several question within email i promptly responded providing much detail possible today    et venmo sent another email similar previous stating transaction   could funded following reason bank customer advises authorized sec consumer code except       they told already provided fund   i owe venmo total if money already posted withdrawn account i still owe venmo additionally  et   venmo sent another email stating investigation closed find evidence unauthorized payment le hour investigation time what criterion circumstance investigating fraud unauthorized payment for reason i strong reason believe venmo due diligence notify sketchy account activity thorough ethical investigation provide reason happening i feel like venmo scamming defrauding money,Fear
9082,here false information i found profile account                  inquiry bankruptcy court         ny  reported,Fear
14576,on thursday i opened investor checking account charles schwab bank amount   dollar said account immediately opened funded absolutely no requirement no restriction i immediately sent visa debit card check i not ask i asked i would refused visa card fully accomodate full lawful legal name i never allow name truncated normally i would sue visa win i never asked visa anything i decided skip drama shred card close said account people i tell regarding money life i thought i finally would treated modicum respect i opened account charles schwab bank made feel safe i even referred mother family member charles schwab bank could become trustee trust however i quickly realized charles schwab bank treament fasad i trapped living nightmare twilight zone my logic easy plain simple even little child understand understand no mean no i told charles schwab bank stop apologizing learned i domestic violence  survior living aftermath     for said reason i comply anything demanded emphasis i respectfully accept understand anyone regulation rule anything i stated my money mine can not keep take i federal law regulation rule i must abide live everyday keep safe domestic violence  survior i difficult anyone i straightforward truthful i stated  verification department charles schwab bank tuesday part life never access sealed one aspect behind locked vault another i stated i care accept atleast respect never change i never change give back money i expect partiality preferential treatment regarding happened past i victim mentality however i problem charles schwab bank receving client open arm afterwards demanding i comply something i would never consented order become client first place i did not consent give anything trying force comply anything retalitating i wo never work never never if try circumvent federal law made protect annoymity going one i not going stand nor i tolerate all i want money back not anymore dealing charles schwab bank rest natural life i going reach metoo movement   happening justification whatsoever aid assist help  assailant track finish started physically harm  elderly mother get process charles schwab bank intentional willful malice bounced two check i made   funded last round   medication mother i wonderful relationship  nearly two year this extremely disheartening know charles schwab bank dishonered payment i made every payment  never late on tuesday i opened chat spoke  requesting manager supervisor account closing refused escalate said chat transferred verification department instead i closed said chat gave survey score zero i informed someone named  charles schwab bank verification department i received letter tuesday   said department demand imminent deadline addressed lawful legal name mispelled i made decision close said account anyone asinine incomptent enough mispell name verfication department never allowed deal handle financial money affair i forever unforgiving instance tampering lawful legal name epitome felony fraud begin always end i received alot apology tuesday charles schwab bank associate i revealed i ca conform anyonelse deadline anything except due    everything i booked scheduled third party person driver time mine i demanded money back going forward i wo put anymore financial institution befriend betray instance i attempt use money medical reason charles schwab bank locked froze account knowing full well i never give anything asked application anything else come  come high water no one said foregoing address going communicate charles schwab bank except via legal retained counsel punitive damage please advised i spoke charles schwab bank supervisor named   extension  tuesday promised overnight fund via check email tracking number he stated would call back soon said fund via check truck  never called back i never received tracking number i battled     past three day due access    medication my  elderly mother home headed foreclosure charles schwab bank deliberate intentional willful malice towards u my fund also allocated mortgage payment i continually file complaint everyday everyweek every month money returned back hand belongs i speaking anyone charles schwab bank continually call outside name i record response i defend crass uncivility it important health life i remain calm without added uneccessary stress main reason wo give back money not giving back money cause death death elderly mother hold despicable sickening vile charles schwab bank associate accountable asinine heinous vicious action toward u again i want money mine simple kindly immediate attention careful consideration full cooperation matter greatly appreciated charles schwab bank may withold   delivery fee said remitted fund please direct instruct force charles schwab bank refund remit payment amount     dollar  cent  overnight delivery         north carolina ,Fear
12326,account showed credit report   they opened account totaling around total there also hard inquiry i want removed asap,Fear
5968,i reviwed current copy credit report show inaccurate incompleted information listed credit report i sent request investgation transunion alleged public record listed bankruptcy i recieved incompleted unverified information back transunion state alleged public record verfied per data funisher i understand per law fcra permissable purpose that i given funisher right release alleged information i deeply conflicted inaccurate incomplete information i request investagtaion matter request lawful reply,Fear
14753,i sent check chase card service check account  i received monthly cedit union statement show check cleared account i called chase credit card service make sure account date asked amount received last payment i told never received check date i told chase bank representative check cleared credit union i told chase bank representative go credite union get copy back front check allegedly sent chase bank chase bank gave credit said would investigation end i went  one  representative gave copy front check bowever unable give copy back check the  representative also gave  tranaction letter  letterhead show check cashed chase credit card service i faxed  document i called chase bank inform letter faxed i also explained chase bank  representative unable give copy back check a chase bank supervisor told still need copy back check verify check sent need see information back check i became upset told need keep running back  told chase bank representative someone company cashed check clearly see went credit union bank i believe chase bank manager believe anything told check chich sent they dis inform document faxed verify check cleared account at point feel like   would giving difficulty someone chase bank cashed check sent i believe sort investigation part it belief sort fraudlent activity going chase credit card service i asking please help sad going i feel like valued customer done everything asked chase however still continue believe dis send chexk thwm last month,Fear
20193,i ongoing issue well fargo bank they keep ignoring complaint they keep saying thing i money missing bank account i checking saving account they keep saying i day report error i surely a soon i found error i called file complaint they even said i within time frame reporting error i called soon i found,Sad
8647,they reporting collection account amount    they reporting debt twice credit report this account i disputed item several time credit bureau,Fear
13056,i sent using money remitance application name remitly send it said money transfer cancel money bank account bank america decrease when i call money remitance say didnt received money yet,Fear
11715,these account someone stole identity opened many accts name without permission authority please verify information truly mine correct accurate,Fear
16713,this complaint response citi usage program including payment safeguard refusal refund fee taken continued use program unethical response show conflict change story overall predatory practice the simplest breakdown complaint following after numerous request regarding refund via citi payment safeguard declined however course request phone call cfpb citi shown hole story exposed inaccuracy either lied acted unethically citi claimed initially i signed program called payment safeguard phone  via letter say phone record due time i express i never signed that ground refund based  fine ordered payback then second letter declined refund admit i never signed payment safeguard program i supposedly signed i still maintain i underwent name change communicated customer this also demonstrate i allowed refund story truly show i never signed payment safeguard further discrepancy arise two letter looking mailed statement claim sent emailed statement the first letter say two letter mailed ending payment safeguard  attempt say never undeliverable fail address undeliverable warrant argument letter would mailed back unless certified mail further discus email undeliverable without addressing something payment safeguard would likely go email spam predatory nature inability found online thus communicate effectively name change predatory nature issue fee appeared statement a claim mailed monthly statement addressed cancel payment safeguard simply untrue a per attachment information regarding payment safeguard enrolled per attached statement clear phone number zero explanation information in fact phone number listed one listed statement simply put payment safeguard listed fee predatory finally document cfpb website clearly state payment safeguard enrolled client citi would need anything receive refund contrary information recent citi letter nowhere cfpb document state timeline due date timeframe order receive refund this difficult individual sign program unaware enrolled know end fee amounted thousand dollar especially citi changed program name held culpable fined cfpb took advantage consumer citi took advantage consumer paid refund attempting get refunding account contradictory information misleading frankly fly face information cfpb given a full refund granted fee taken account behalf citi supposed payment safeguard the fact still work predatory arm shameful misleading a customer citi  year i appalled taken advantage arm company even contacted phone finally prove i enrolled alone ground based cfpb payout below previous complaint also express date hole citi framework plan customer handling experience in   conversation i made aware issue citi due something called payment safeguard after digging i realized i enrolled program tried find unfortunately tie payment safeguard anywhere citi website attachment show payment safeguard website exists i able track phone number via statement called find program i told service plan i never enrolled i instantly cancelled enrollment i unaware i part slowly came realization citi payment safeguard taken thousand dollar course year i went back old statement looked horror see payment safeguard simply listed fee extra service something i enrolled it second page look like charge nothing else without knowledge enrolled program impossible know look like cost business citi after finding program i enrolled without knowledge i research find cfpb fined city   dollar ordered pay back   duped customer i one however i never received refund communication city around  refund took place nor citi send information fined  individual enrolled payment safeguard happened fine program wrong expect regarding refund aside newspaper story published cfpb appears swept thing rug at end i reached numerous citi customer service rep told repeatedly could give information payment safeguard separate department could show case i requested pending further i called payment safeguard numerous time could say request sent review department citi impossible transfer i repeatedly said i never enrolled program wanted money back frequently passed around in one instance i called payment safeguard number redirected service tried sell service opposed customer service in   i received letter citi saying i enrolled program  i covered program i could receive refund i immediately inquired new review i never signed b issued refund practice company something i qualify never notified program detail supposed benefit notified refund payouts issue involved i received another letter saying thing i signed  would receive refund i set complaint cfpb regarding information i stated clearly need refund fee paid payment safeguard based citi deceptive practice fined yesterday i received notice citi i receive refund based weak deceptive claim answer question answered a i always said i enroll program citi claim i phone  record prove clearly mention letter attached this alone along fine fee ground refund they proved deceptive prove i signed i state i thus refund fee   second state communication sent  one via email one via mail these communication never received citi prove delivered their letter state receive notice undeliverable certified mail would returned sender letter citi would met criterion thus use legal standing deceptive simply incorrect finally letter state fee listed statement true also clear understandable there numerous number fee line interest etc every statement a individual sign know program without knowledge way know add it listed fee state separate company outside entity all reason clearly show pattern citi engaged continued even though fined forced submit refund these continued practice along proof communicating consumer proof enrollment qualify refund happened  marrying lack communication program entail citi found liable practice show refund the letter citi sent flawed make blanket generalization carry proof good faith operation consumer conscience it show weak attempt skirt issue address made right  via refund further communication claim sent  anything mean anything considering company found liable  citi cited deceptive practice supposed communication proved ground worth standing light finding cfpb a full refund issued immediately,Fear
11493,on received notification    mortgage transferred   in sold home i trying obtain   submit tax the amount question one month interest when i tried contact i redirected company called cooper i contacted cooper told representative could find account i faxed notification letter escrow disclosure statement hoping would help locate information when i hear back i followed today told access account information i asked received information i faxed earlier week told could access account information they suggested i contact   i told information point transfer i received     suggested i notify see assist way please advise,Fear
17171,i received call hillcrest davidson associate llc approx  time calling regarding debt alarm company i told name done ex girl friend i advised i think  i need call back i headed work i called back i question  i got hold  rude manager started yelling i asking question i asking verification account anything signature he told care going place credit he told i choice file fraud affidavit pay settlement today i said i cant make decision today started talk hung phone i filled complaint    tx night case  i called back speak original person called  picked phone i asked could i talk someone else hung phone last time said care i advised i going file complaint whoever governs collection bureau said care i need i need documentation prof i even owe account amount say i owe around also house already alarm became monitoring part trying charge equipment also i recording phone call system wont let upload voice call,Fear
2005,after a careful review of my credit report i have identified inaccurate account that are derogatories and delinquent that i have no knowledge of and were not authorized by me please removed those inaccurate account that have been causing damage to my credit file it is illegal to have such account reporting inaccurately on one credit conduct an investigation into this matter and have the account purged off my credit file,Fear
8505,aargon collection contacted   account number  paid i contacted aargon collection asked removal letter first gentleman i spoke collection department simply told nice professional way unable produce removal letter i asked speak manager name   told nice way company responsible reporting account paid nothing else legally need end conversation i called back spoke nice lady name i believe  told give letter i requesting know i hard time she sent back collection department i got another nice gentleman explained pandemic would able give letter problem ability that sorry i could dispute credit burrow fight he seemed try pull something end unable he said company sued lady stopped producing letter,Fear
16749,i received letter dated procollect stating i owe when i called find stated i owe money damage related moved prior apartment i told damage i never received notification evidence damage alleged anyone letter i left apartment condition i rented minus normal wear tear i owe nothing i emailed dispute validity debt tue  ,Sad
15746,phony email great score your new score are in right here your score updated to see complete   equifax report one easy read report go right here great score press here to see your updated score for free you received email subscribed list you unsubscribe time      fl  united state america,Angry
1014,my morgage company carrington mortgage service sent me a letter on that i had not made my monthly payment had sent the payment on   i received the letter that stated i wa past due and that if did not make the payment by i would be charged a late fee the customer service advisor stated that the statement coupon which wa sent out had the old address in arizona the late letter should never been sent out if they knew that there wa a problem of their making i feel that they were just trying to profit off of their collecting the late fee i then received my annual escrow disclosure payment wa informed that i had a escrow shortage of  the letter stateed if you chose to pay the escrow shortage in full in a lump sum prior to your effective date your monthly payment will be reduced by the monthly shortage payment amount on i recieved my statement from carrington too my suprise they had not reduce my payment when i called the service rep stated that i had to call and request a new escrow analysis that it wasnt done when the recieved the payment i feel that this is fraud where carrington is trying to collect money that is not owed to them a simple sentence that stated that u had to call and request the new analysis is all that it would take,Sad
11314,good day on  company cash app send message stating payment account disputed removing personal checking account i given warning removal given chance protest speak this troubling moment i know i would losing warning i emailed support team several time since incident gotten real response there automatically generated message get sent stating hi  thanks contacting cash support we received inquiry respond within hour if information like provide respond directly email thank cash support there number call get touch live person get help i stuck continuously emailing getting real response when i try follow another email tell case closed hear i never received email respond below i including message i sent several time includes case number detail associated account needed identify disputed i trying get help team issue two week i received follow communication my case  the transaction described refunded bank account without warning i taken cash app i know transaction disputed issue this troubling experience taken without warning i emailed several time issue heard anything back how solved my cashtag    sender   reciver   identifier  date  the file i attaching complaint message sent cash app i also sent several message app provide paper trail message i,Fear
1520,i victim identity theft debt belong please see identity theft report legal affidavit attached,Happy
5747,ive contacted company tried asking report correct payment credit bureau i success some say i owe  i real actual pay  im understanding occurred,Sad
301,commonwealth finance opened original creditor     i  veteran health care paid fee charged credit hospital service everyone else involved got paid the hospital paid specialist they bill va timely manner correctly paid instead dealing va waited several year later put credit report i told happens veteran time illegal i called several time given run around even va contact the damaged credit yet provide invoice charge i stated earlier law bill veteran va covered service especially year later one rep told could see va billing info form scratched reason put credit report without notifying i think done,Fear
1486,timeline event short version i emailed   get started process see start  notified u putting see start framework certification completed emailed   question asked value home homebuyers class i learned didnt pmi invested home payment sweat equity our home needed appraise around pmi see framework certification conditional approval received attorney emailed begin process see  purchase conditional approval inquiry made getting appraisal scheduled homebuyers class completed etc  said appraisal company would call would get copy invoice told heard appraisal would get final approval  hour see initial appraisal question asked idea keep current homeowner insurance policy would save u moving previous annual rate  rate  see exception homeowner insurance question asked renewing homeowner policy instead save year never offered waive escrow put order it even offered pay premium full keep lower homeowner premium i asked exception i told no way could use current policy would acceptable refinance truth could option waived escrow well see homeowner insurance still word appraisal company see no word appraiser   trainee came minute appraisal see first appraisal my attorney office trouble getting title commitment   see title commitment needed  need update appraisal report originally told appraisal report would u see update appraisal still needed appraisal made mistake sending trainee told would get copy invoice promised compensation appraisal difficulty see appraisal mistake see appraiser come back compensation promised lost time concern appraisal arise due appraisal lacking looking actual worth home appraisal company come twice trainee sent first time my husband lost day work i lost day both time appraisal trainee appraiser home minute top time correction appraisal still needed questioned could still close  i already taken time work see correction appraisal needed  needing cancelled check beginning rent contract screenshot proved i asked multiple time sure  everything needed there fee paid email thread  said would reimburse never i still getting stuff closing together point still closing document provided  pushed back uw i made big deal due multiple time inquiring needed info etc this day i told  i final figure closing next day  i would  wa told i would time ask question got final approval uw also thread reminded  hadnt forgotten credit said appraisal invoice given showed i personally concerned closing many unknown one day closing promised reimbursement bank charge see uw still closing paperwork see final figure see time ask question see promised reimbursement bank charge see advance fee agreement today is closing day scheduled for   emailed   asking closing paperwork got message back   stating im also ordering sandwich delivered say thank attorney title closer and also guy eat lunch typical closing hour but answer closing paperwork i emailed back  asking closing paperwork got told   just spoke making small change look like wont need bring anything closing dont quote i want see final look good cash close  i still answer i going get closing paperwork wa also told i would paperwork closer  told i would time review see closing paper come see closing paper   noticed i never received settlement sheet inquired appraisal fee credit promised credit promised see broken promise received appraisal invoice  email said appraisal advanced fee agreement i signed stated amount i agreed pay appraisal i never notified increase cost wa told reason i didnt see promised credit  able shes sorry even though promised received final closing document see broken promise see now told appraisal told i could waived escrow i put first time i even made aware i questioned she admits bummer appraisal told speak customer service team i thankful exception made pricing supposed email sent showing upset i told something getting i see post closing question see upset lie supposed resolution friday concerning item i problem regarding mortgage i confirmed   resolution date followed friday   i didnt hear  concerning alleged friday deadline i told something didnt happen i tried patient told i would hear monday regarding info appraisal department resolution complaint see resolution monday i reach i still hadnt heard anything regarding concern   she agreed write check promised nothing else addressed i followed   regarding rest issue i asked resolution see resolution still needed emailed cfpb issue hand suggested following resolution another paid gr get accurate assessment home picking party pmi taken new appraisal show home worth get u mark enough equity built home need the difference increased homeowner insurance cost life loan due lack communication even question arose never able get lower premium back the previous appraisal total i given misleading information much appraisal even appraisal company took brought cost little i agreed pay per advanced fee agreement the promised refunded u a copy final appraisal report the promised there currently complaint gr cfpb site something need done i need information even pay loan even attempt getting figured i still information a copy final updated closing paper first time i received closing table according research guaranteed rate many violation trid law violation the rule requires customer possession final closing figure new closing disclosure cd least business day prior closing an electronic closing disclosure must accepted closing disclosure must wet signed order schedule closing mailed closing disclosure must placed mail business day order comply review period schedule closing after delivering closing disclosure new business day review period required consumer change loan product term prepayment penalty added apr change  previously disclosed apr other change required new cd delivered require new business day waiting period never got closing paper time close day even asking multiple time violation the new closing disclosure cd must include identical line item name fee included loan estimate le these fee subject changed circumstance rule respa mean settlement service provider particular must coordinate lender properly identify fee start the appraisal fee lender fee identical i pay lender fee due place employment violation a revised loan estimate le issued closing disclosure cd finalized this mean rate lock activity must finalized one business day prior issuing cd in case mail disclosure go business day prior closing revised le must delivered consumer business day prior closing giving consumer enough time accept disclosure cd delivered never got closing paper time close day even asking multiple time even thing changed violation once closing disclosure cd confirmed hand consumer either via signature mail last minute change cd handled lender settlement agent without delaying closing a revised cd created sent closing table adjustment unanticipated cost however lender remains liable delivery final cd accurate number retaining document file even new information discovered closing am still trouble getting accurate number closed consequence the truth in lending tila penalty lender comply new loan estimate le closing disclosure cd rule severe an honest error mistake cd come per day fine a reckless careless error defined lender known better reasonable lender would made error per day fine a knowing intentional ignored error per day  aware appraisal fee changed never conveyed ignored error  aware i wanting closing documentation need given day prior closing i would time question known error  promised credit placed figure loan i trusted would find bummer didnt happen this careless reckless error we business day past closing i still paperwork i know pay loan even multiple email sent questioning i keep told resolution one day doesnt happen i told process answer certain day never getting answer day i always one checking status something information found    problem promised reimbursement never received wa told appraisal three different amount none i agreed pay advance fee agreement i never notified increase appraisal cost match actual invoice appraisal company the appraisal invoice received closing i realized i paid appraisal i originally agreed credit appraisal company take fee close original amount i agreed credit much wa told i would get compensation brushed i escalated concern  said check would mailed still received final appraisal report the first time i saw closing paperwork closing table even i inquired multiple time according trid provided day prior closing i see problem known violation trid i total email show back forth constant problem everything starting uw appraisal closing nothing fair easy since i offered waive escrow putting even given knowledge base i looking paying extra pmi  payment extra homeowner insurance difference previous policy current one course year all fee included i manipulated pay least extra course loan lack communication guidance grs part proven email i feel like gr snake water i made promise prior closing come true i inquired exception way make something work wasnt given opportunity i believe many violation accordance trid law still final appraisal report supposed three day prior closing closing paperwork received promised definitely three day prior ask question closing promise made fulfilled gr took granted educating different could made available even i inquired made  aware i access fund need gr extremely unethical came closing loan created financial hardship needed please let know need documentation i taken extremely good note email saved entirety open close loan,Fear
